date,state,epidemiological_week_2019,epidemiological_week_2020,new_deaths_sars_2019,new_deaths_pneumonia_2019,new_deaths_respiratory_failure_2019,new_deaths_septicemia_2019,new_deaths_indeterminate_2019,new_deaths_others_2019,new_deaths_sars_2020,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2020,new_deaths_septicemia_2020,new_deaths_indeterminate_2020,new_deaths_others_2020,new_deaths_covid19,deaths_sars_2019,deaths_pneumonia_2019,deaths_respiratory_failure_2019,deaths_septicemia_2019,deaths_indeterminate_2019,deaths_others_2019,deaths_sars_2020,deaths_pneumonia_2020,deaths_respiratory_failure_2020,deaths_septicemia_2020,deaths_indeterminate_2020,deaths_others_2020,deaths_covid19,new_deaths_total_2019,new_deaths_total_2020,deaths_total_2019,deaths_total_2020
2020-01-01,AC,1,1,0,3,2,1,0,4,0,2,1,1,1,7,0,0,3,2,1,0,4,0,2,1,1,1,7,0,10,12,10,12
2020-01-01,AL,1,1,0,7,9,1,1,23,0,2,6,7,0,27,0,0,7,9,1,1,23,0,2,6,7,0,27,0,41,42,41,42
2020-01-01,AM,1,1,0,3,0,5,0,23,0,6,3,5,0,21,0,0,3,0,5,0,23,0,6,3,5,0,21,0,31,35,31,35
2020-01-01,AP,1,1,0,0,0,1,1,3,0,1,0,2,0,2,0,0,0,0,1,1,3,0,1,0,2,0,2,0,5,5,5,5
2020-01-01,BA,1,1,0,10,24,20,1,108,0,11,12,14,0,97,0,0,10,24,20,1,108,0,11,12,14,0,97,0,163,134,163,134
2020-01-01,CE,1,1,0,12,5,14,1,64,0,19,9,14,0,73,0,0,12,5,14,1,64,0,19,9,14,0,73,0,96,115,96,115
2020-01-01,DF,1,1,0,10,1,9,0,20,0,17,1,8,1,14,0,0,10,1,9,0,20,0,17,1,8,1,14,0,40,41,40,41
2020-01-01,ES,1,1,0,17,9,12,0,47,0,9,4,6,0,27,0,0,17,9,12,0,47,0,9,4,6,0,27,0,85,46,85,46
2020-01-01,GO,1,1,0,15,6,12,0,36,0,17,3,8,0,44,0,0,15,6,12,0,36,0,17,3,8,0,44,0,69,72,69,72
2020-01-01,MA,1,1,1,5,7,7,1,29,0,3,4,1,0,30,0,1,5,7,7,1,29,0,3,4,1,0,30,0,50,38,50,38
2020-01-01,MG,1,1,0,52,30,57,5,163,1,57,43,51,2,150,0,0,52,30,57,5,163,1,57,43,51,2,150,0,307,304,307,304
2020-01-01,MS,1,1,0,6,4,7,0,18,1,10,5,5,0,14,0,0,6,4,7,0,18,1,10,5,5,0,14,0,35,35,35,35
2020-01-01,MT,1,1,0,5,2,3,0,27,0,1,3,2,1,22,0,0,5,2,3,0,27,0,1,3,2,1,22,0,37,29,37,29
2020-01-01,PA,1,1,0,3,9,5,0,20,0,7,3,10,0,28,0,0,3,9,5,0,20,0,7,3,10,0,28,0,37,48,37,48
2020-01-01,PB,1,1,0,9,8,12,1,35,0,14,6,8,2,45,0,0,9,8,12,1,35,0,14,6,8,2,45,0,65,75,65,75
2020-01-01,PE,1,1,0,17,10,45,2,83,0,25,7,29,1,93,0,0,17,10,45,2,83,0,25,7,29,1,93,0,157,155,157,155
2020-01-01,PI,1,1,0,7,3,7,0,15,0,5,3,5,0,16,0,0,7,3,7,0,15,0,5,3,5,0,16,0,32,29,32,29
2020-01-01,PR,1,1,0,24,7,17,1,83,0,31,13,30,1,114,0,0,24,7,17,1,83,0,31,13,30,1,114,0,132,189,132,189
2020-01-01,RJ,1,1,2,66,19,56,0,184,1,76,35,60,5,208,0,2,66,19,56,0,184,1,76,35,60,5,208,0,327,385,327,385
2020-01-01,RN,1,1,0,11,3,7,0,22,0,4,2,7,0,19,0,0,11,3,7,0,22,0,4,2,7,0,19,0,43,32,43,32
2020-01-01,RO,1,1,0,3,3,2,0,11,0,2,1,1,0,6,0,0,3,3,2,0,11,0,2,1,1,0,6,0,19,10,19,10
2020-01-01,RR,1,1,0,1,0,0,0,2,0,2,0,0,0,5,0,0,1,0,0,0,2,0,2,0,0,0,5,0,3,7,3,7
2020-01-01,RS,1,1,0,28,17,26,4,99,1,35,16,34,2,136,0,0,28,17,26,4,99,1,35,16,34,2,136,0,174,224,174,224
2020-01-01,SC,1,1,0,16,7,12,0,69,0,18,7,9,0,65,0,0,16,7,12,0,69,0,18,7,9,0,65,0,104,99,104,99
2020-01-01,SE,1,1,0,7,4,5,2,23,0,6,3,3,0,17,0,0,7,4,5,2,23,0,6,3,3,0,17,0,41,29,41,29
2020-01-01,SP,1,1,1,199,63,112,3,423,2,217,70,112,7,458,0,1,199,63,112,3,423,2,217,70,112,7,458,0,801,866,801,866
2020-01-01,TO,1,1,0,1,2,2,1,9,0,5,1,4,0,8,0,0,1,2,2,1,9,0,5,1,4,0,8,0,15,18,15,18
2020-01-02,AC,1,1,0,0,0,1,0,6,0,2,0,2,0,6,0,0,3,2,2,0,10,0,4,1,3,1,13,0,7,10,17,22
2020-01-02,AL,1,1,0,4,2,6,1,20,0,4,4,6,0,29,0,0,11,11,7,2,43,0,6,10,13,0,56,0,33,43,74,85
2020-01-02,AM,1,1,0,4,3,6,2,18,0,7,0,1,0,15,0,0,7,3,11,2,41,0,13,3,6,0,36,0,33,23,64,58
2020-01-02,AP,1,1,0,0,0,1,0,6,0,2,0,0,0,4,0,0,0,0,2,1,9,0,3,0,2,0,6,0,7,6,12,11
2020-01-02,BA,1,1,0,16,17,29,2,109,0,20,18,25,0,99,0,0,26,41,49,3,217,0,31,30,39,0,196,0,173,162,336,296
2020-01-02,CE,1,1,1,18,9,13,0,65,0,16,11,14,0,72,0,1,30,14,27,1,129,0,35,20,28,0,145,0,106,113,202,228
2020-01-02,DF,1,1,0,6,1,4,0,18,1,10,1,11,0,18,0,0,16,2,13,0,38,1,27,2,19,1,32,0,29,41,69,82
2020-01-02,ES,1,1,0,4,2,13,0,42,0,11,3,13,0,27,0,0,21,11,25,0,89,0,20,7,19,0,54,0,61,54,146,100
2020-01-02,GO,1,1,0,10,13,9,1,41,0,14,16,10,0,42,0,0,25,19,21,1,77,0,31,19,18,0,86,0,74,82,143,154
2020-01-02,MA,1,1,0,7,4,3,1,31,0,3,6,5,1,24,0,1,12,11,10,2,60,0,6,10,6,1,54,0,46,39,96,77
2020-01-02,MG,1,1,2,44,23,48,7,183,0,47,23,39,3,165,0,2,96,53,105,12,346,1,104,66,90,5,315,0,307,277,614,581
2020-01-02,MS,1,1,0,5,3,3,0,17,0,5,3,5,0,15,0,0,11,7,10,0,35,1,15,8,10,0,29,0,28,28,63,63
2020-01-02,MT,1,1,0,1,1,3,0,14,0,3,0,5,0,19,0,0,6,3,6,0,41,0,4,3,7,1,41,0,19,27,56,56
2020-01-02,PA,1,1,1,6,4,5,1,28,0,1,2,6,1,26,0,1,9,13,10,1,48,0,8,5,16,1,54,0,45,36,82,84
2020-01-02,PB,1,1,1,5,9,17,0,37,0,12,10,11,0,39,0,1,14,17,29,1,72,0,26,16,19,2,84,0,69,72,134,147
2020-01-02,PE,1,1,0,19,19,36,1,93,1,19,13,29,1,92,0,0,36,29,81,3,176,1,44,20,58,2,185,0,168,155,325,310
2020-01-02,PI,1,1,0,4,6,5,0,21,0,1,1,4,0,17,0,0,11,9,12,0,36,0,6,4,9,0,33,0,36,23,68,52
2020-01-02,PR,1,1,0,24,8,32,1,100,0,34,12,23,1,85,0,0,48,15,49,2,183,0,65,25,53,2,199,0,165,155,297,344
2020-01-02,RJ,1,1,0,49,15,52,0,192,1,68,20,53,4,186,0,2,115,34,108,0,376,2,144,55,113,9,394,0,308,332,635,717
2020-01-02,RN,1,1,0,6,4,6,1,15,1,8,3,3,1,24,0,0,17,7,13,1,37,1,12,5,10,1,43,0,32,40,75,72
2020-01-02,RO,1,1,0,2,2,4,1,10,0,1,0,1,1,7,0,0,5,5,6,1,21,0,3,1,2,1,13,0,19,10,38,20
2020-01-02,RR,1,1,0,1,0,0,0,1,0,2,0,1,0,3,0,0,2,0,0,0,3,0,4,0,1,0,8,0,2,6,5,13
2020-01-02,RS,1,1,0,32,21,31,1,129,0,35,20,27,2,141,0,0,60,38,57,5,228,1,70,36,61,4,277,0,214,225,388,449
2020-01-02,SC,1,1,0,19,4,13,0,57,0,27,7,8,0,58,0,0,35,11,25,0,126,0,45,14,17,0,123,0,93,100,197,199
2020-01-02,SE,1,1,0,4,2,7,0,19,0,8,1,10,1,16,0,0,11,6,12,2,42,0,14,4,13,1,33,0,32,36,73,65
2020-01-02,SP,1,1,1,186,72,111,4,413,2,222,59,110,5,478,0,2,385,135,223,7,836,4,439,129,222,12,936,0,787,876,1588,1742
2020-01-02,TO,1,1,0,3,1,2,0,9,0,5,1,3,0,10,0,0,4,3,4,1,18,0,10,2,7,0,18,0,15,19,30,37
2020-01-03,AC,1,1,0,0,0,2,0,6,0,3,0,2,0,8,0,0,3,2,4,0,16,0,7,1,5,1,21,0,8,13,25,35
2020-01-03,AL,1,1,0,4,3,7,0,21,0,5,5,5,0,31,0,0,15,14,14,2,64,0,11,15,18,0,87,0,35,46,109,131
2020-01-03,AM,1,1,0,4,1,5,0,26,0,4,3,5,0,18,0,0,11,4,16,2,67,0,17,6,11,0,54,0,36,30,100,88
2020-01-03,AP,1,1,0,1,1,2,0,4,0,2,2,1,0,3,0,0,1,1,4,1,13,0,5,2,3,0,9,0,8,8,20,19
2020-01-03,BA,1,1,0,13,15,12,1,77,0,11,13,28,1,82,0,0,39,56,61,4,294,0,42,43,67,1,278,0,118,135,454,431
2020-01-03,CE,1,1,0,15,5,18,1,67,0,11,5,16,0,58,0,1,45,19,45,2,196,0,46,25,44,0,203,0,106,90,308,318
2020-01-03,DF,1,1,0,9,0,5,0,21,0,9,0,7,0,18,0,0,25,2,18,0,59,1,36,2,26,1,50,0,35,34,104,116
2020-01-03,ES,1,1,0,15,7,13,0,41,0,13,4,12,0,40,0,0,36,18,38,0,130,0,33,11,31,0,94,0,76,69,222,169
2020-01-03,GO,1,1,0,12,8,12,1,44,0,16,8,14,0,40,0,0,37,27,33,2,121,0,47,27,32,0,126,0,77,78,220,232
2020-01-03,MA,1,1,0,4,3,4,0,29,0,2,3,1,0,23,0,1,16,14,14,2,89,0,8,13,7,1,77,0,40,29,136,106
2020-01-03,MG,1,1,0,56,24,49,4,182,0,59,31,47,3,165,0,2,152,77,154,16,528,1,163,97,137,8,480,0,315,305,929,886
2020-01-03,MS,1,1,0,8,6,4,0,14,0,6,6,5,0,19,0,0,19,13,14,0,49,1,21,14,15,0,48,0,32,36,95,99
2020-01-03,MT,1,1,0,1,2,1,0,18,0,4,3,6,0,19,0,0,7,5,7,0,59,0,8,6,13,1,60,0,22,32,78,88
2020-01-03,PA,1,1,0,8,5,2,0,20,1,6,6,4,0,25,0,1,17,18,12,1,68,1,14,11,20,1,79,0,35,42,117,126
2020-01-03,PB,1,1,0,11,3,14,1,41,0,13,9,12,0,41,0,1,25,20,43,2,113,0,39,25,31,2,125,0,70,75,204,222
2020-01-03,PE,1,1,0,26,6,31,0,94,0,22,10,31,3,81,0,0,62,35,112,3,270,1,66,30,89,5,266,0,157,147,482,457
2020-01-03,PI,1,1,0,7,2,5,0,19,0,14,3,3,0,18,0,0,18,11,17,0,55,0,20,7,12,0,51,0,33,38,101,90
2020-01-03,PR,1,1,1,40,15,24,0,100,0,26,7,22,1,74,0,1,88,30,73,2,283,0,91,32,75,3,273,0,180,130,477,474
2020-01-03,RJ,1,1,3,55,19,71,0,192,0,59,22,44,5,169,0,5,170,53,179,0,568,2,203,77,157,14,563,0,340,299,975,1016
2020-01-03,RN,1,1,0,6,8,2,0,25,0,4,1,5,1,18,0,0,23,15,15,1,62,1,16,6,15,2,61,0,41,29,116,101
2020-01-03,RO,1,1,0,6,0,1,0,16,0,3,2,1,0,3,0,0,11,5,7,1,37,0,6,3,3,1,16,0,23,9,61,29
2020-01-03,RR,1,1,0,0,1,0,0,4,0,1,1,0,0,3,0,0,2,1,0,0,7,0,5,1,1,0,11,0,5,5,10,18
2020-01-03,RS,1,1,1,44,22,39,2,144,0,27,18,33,0,121,0,1,104,60,96,7,372,1,97,54,94,4,398,0,252,199,640,648
2020-01-03,SC,1,1,0,13,9,17,2,71,0,13,6,18,0,53,0,0,48,20,42,2,197,0,58,20,35,0,176,0,112,90,309,289
2020-01-03,SE,1,1,0,3,2,5,0,20,0,4,3,6,0,12,0,0,14,8,17,2,62,0,18,7,19,1,45,0,30,25,103,90
2020-01-03,SP,1,1,2,188,69,122,1,455,2,176,61,102,1,447,0,4,573,204,345,8,1291,6,615,190,324,13,1383,0,837,789,2425,2531
2020-01-03,TO,1,1,0,1,0,4,0,10,0,2,1,3,0,10,0,0,5,3,8,1,28,0,12,3,10,0,28,0,15,16,45,53
2020-01-04,AC,1,1,0,3,0,1,0,1,0,0,1,1,0,4,0,0,6,2,5,0,17,0,7,2,6,1,25,0,5,6,30,41
2020-01-04,AL,1,1,0,6,2,2,0,23,0,5,3,4,0,21,0,0,21,16,16,2,87,0,16,18,22,0,108,0,33,33,142,164
2020-01-04,AM,1,1,0,2,1,6,1,23,0,6,1,9,1,26,0,0,13,5,22,3,90,0,23,7,20,1,80,0,33,43,133,131
2020-01-04,AP,1,1,0,0,0,2,0,3,0,0,0,2,0,4,0,0,1,1,6,1,16,0,5,2,5,0,13,0,5,6,25,25
2020-01-04,BA,1,1,1,15,17,22,0,79,0,14,15,17,1,92,0,1,54,73,83,4,373,0,56,58,84,2,370,0,134,139,588,570
2020-01-04,CE,1,1,0,14,3,20,1,88,0,24,8,12,0,49,0,1,59,22,65,3,284,0,70,33,56,0,252,0,126,93,434,411
2020-01-04,DF,1,1,0,9,7,10,1,26,1,10,2,7,1,20,0,0,34,9,28,1,85,2,46,4,33,2,70,0,53,41,157,157
2020-01-04,ES,1,1,0,18,1,9,0,34,0,15,7,7,0,37,0,0,54,19,47,0,164,0,48,18,38,0,131,0,62,66,284,235
2020-01-04,GO,1,1,1,16,3,7,0,26,0,12,8,10,0,30,0,1,53,30,40,2,147,0,59,35,42,0,156,0,53,60,273,292
2020-01-04,MA,1,1,0,5,2,8,0,34,0,0,2,8,0,17,0,1,21,16,22,2,123,0,8,15,15,1,94,0,49,27,185,133
2020-01-04,MG,1,1,0,49,24,42,5,155,0,57,26,38,8,179,0,2,201,101,196,21,683,1,220,123,175,16,659,0,275,308,1204,1194
2020-01-04,MS,1,1,0,11,3,5,0,18,0,9,4,7,0,18,0,0,30,16,19,0,67,1,30,18,22,0,66,0,37,38,132,137
2020-01-04,MT,1,1,0,3,1,3,0,19,0,1,0,3,0,19,0,0,10,6,10,0,78,0,9,6,16,1,79,0,26,23,104,111
2020-01-04,PA,1,1,0,8,2,6,1,29,0,3,2,4,0,21,0,1,25,20,18,2,97,1,17,13,24,1,100,0,46,30,163,156
2020-01-04,PB,1,1,0,11,11,10,0,24,0,16,6,15,0,36,0,1,36,31,53,2,137,0,55,31,46,2,161,0,56,73,260,295
2020-01-04,PE,1,1,0,20,14,35,1,85,0,14,12,37,0,87,0,0,82,49,147,4,355,1,80,42,126,5,353,0,155,150,637,607
2020-01-04,PI,1,1,0,8,5,5,0,15,1,6,3,3,0,21,0,0,26,16,22,0,70,1,26,10,15,0,72,0,33,34,134,124
2020-01-04,PR,1,1,0,24,11,35,0,84,0,25,14,27,0,77,0,1,112,41,108,2,367,0,116,46,102,3,350,0,154,143,631,617
2020-01-04,RJ,1,1,0,55,21,75,1,230,0,56,17,55,9,152,0,5,225,74,254,1,798,2,259,94,212,23,715,0,382,289,1357,1305
2020-01-04,RN,1,1,0,7,2,6,0,21,0,5,4,2,0,21,0,0,30,17,21,1,83,1,21,10,17,2,82,0,36,32,152,133
2020-01-04,RO,1,1,0,6,2,0,0,13,0,1,1,2,0,5,0,0,17,7,7,1,50,0,7,4,5,1,21,0,21,9,82,38
2020-01-04,RR,1,1,0,0,0,1,0,1,0,0,1,1,0,9,0,0,2,1,1,0,8,0,5,2,2,0,20,0,2,11,12,29
2020-01-04,RS,1,1,0,41,22,25,1,113,0,31,15,48,0,120,0,1,145,82,121,8,485,1,128,69,142,4,518,0,202,214,842,862
2020-01-04,SC,1,1,0,26,7,18,0,64,0,12,8,15,0,62,0,0,74,27,60,2,261,0,70,28,50,0,238,0,115,97,424,386
2020-01-04,SE,1,1,0,6,3,6,0,20,0,2,3,8,1,15,0,0,20,11,23,2,82,0,20,10,27,2,60,0,35,29,138,119
2020-01-04,SP,1,1,2,201,49,106,5,410,0,193,62,109,2,400,0,6,774,253,451,13,1701,6,808,252,433,15,1783,0,773,766,3198,3297
2020-01-04,TO,1,1,0,3,2,3,0,12,0,2,2,0,0,9,0,0,8,5,11,1,40,0,14,5,10,0,37,0,20,13,65,66
2020-01-05,AC,1,2,0,1,0,0,0,5,0,4,1,0,0,4,0,0,7,2,5,0,22,0,11,3,6,1,29,0,6,9,36,50
2020-01-05,AL,1,2,0,3,2,1,0,9,0,9,3,7,0,25,0,0,24,18,17,2,96,0,25,21,29,0,133,0,15,44,157,208
2020-01-05,AM,1,2,0,4,0,4,0,18,0,7,1,9,1,19,0,0,17,5,26,3,108,0,30,8,29,2,99,0,26,37,159,168
2020-01-05,AP,1,2,0,1,0,3,0,4,0,1,0,2,0,2,0,0,2,1,9,1,20,0,6,2,7,0,15,0,8,5,33,30
2020-01-05,BA,1,2,0,12,16,29,0,113,0,17,15,12,0,88,0,1,66,89,112,4,486,0,73,73,96,2,458,0,170,132,758,702
2020-01-05,CE,1,2,0,23,4,12,1,61,1,18,4,8,1,69,0,1,82,26,77,4,345,1,88,37,64,1,321,0,101,101,535,512
2020-01-05,DF,1,2,0,6,5,8,0,13,0,11,3,7,0,20,0,0,40,14,36,1,98,2,57,7,40,2,90,0,32,41,189,198
2020-01-05,ES,1,2,0,16,4,11,0,28,0,13,3,10,0,39,0,0,70,23,58,0,192,0,61,21,48,0,170,0,59,65,343,300
2020-01-05,GO,1,2,0,16,6,7,1,28,0,18,9,10,0,34,0,1,69,36,47,3,175,0,77,44,52,0,190,0,58,71,331,363
2020-01-05,MA,1,2,0,2,5,5,0,25,0,5,4,3,0,27,0,1,23,21,27,2,148,0,13,19,18,1,121,0,37,39,222,172
2020-01-05,MG,1,2,0,52,30,53,6,176,1,52,22,45,10,164,0,2,253,131,249,27,859,2,272,145,220,26,823,0,317,294,1521,1488
2020-01-05,MS,1,2,0,9,1,7,0,27,0,3,5,4,0,21,0,0,39,17,26,0,94,1,33,23,26,0,87,0,44,33,176,170
2020-01-05,MT,1,2,0,2,1,2,0,17,0,3,1,0,0,27,0,0,12,7,12,0,95,0,12,7,16,1,106,0,22,31,126,142
2020-01-05,PA,1,2,0,7,5,3,1,26,0,6,1,4,2,18,0,1,32,25,21,3,123,1,23,14,28,3,118,0,42,31,205,187
2020-01-05,PB,1,2,0,10,10,9,1,28,0,16,5,6,0,39,0,1,46,41,62,3,165,0,71,36,52,2,200,0,58,66,318,361
2020-01-05,PE,1,2,0,20,11,42,1,83,0,17,17,39,2,82,0,0,102,60,189,5,438,1,97,59,165,7,435,0,157,157,794,764
2020-01-05,PI,1,2,0,10,3,4,0,17,0,3,4,8,1,20,0,0,36,19,26,0,87,1,29,14,23,1,92,0,34,36,168,160
2020-01-05,PR,1,2,0,32,13,18,2,79,0,39,9,31,2,89,0,1,144,54,126,4,446,0,155,55,133,5,439,0,144,170,775,787
2020-01-05,RJ,1,2,1,51,23,76,1,166,0,57,23,54,4,167,0,6,276,97,330,2,964,2,316,117,266,27,882,0,318,305,1675,1610
2020-01-05,RN,1,2,0,5,4,2,0,19,0,8,1,8,0,16,0,0,35,21,23,1,102,1,29,11,25,2,98,0,30,33,182,166
2020-01-05,RO,1,2,0,3,2,3,0,9,0,2,1,0,0,9,0,0,20,9,10,1,59,0,9,5,5,1,30,0,17,12,99,50
2020-01-05,RR,1,2,0,3,0,0,0,7,0,1,0,0,0,5,0,0,5,1,1,0,15,0,6,2,2,0,25,0,10,6,22,35
2020-01-05,RS,1,2,0,39,18,30,3,106,0,38,21,27,2,117,0,1,184,100,151,11,591,1,166,90,169,6,635,0,196,205,1038,1067
2020-01-05,SC,1,2,0,21,9,19,0,60,0,9,9,15,0,47,0,0,95,36,79,2,321,0,79,37,65,0,285,0,109,80,533,466
2020-01-05,SE,1,2,0,6,4,8,0,9,0,3,2,5,0,20,0,0,26,15,31,2,91,0,23,12,32,2,80,0,27,30,165,149
2020-01-05,SP,1,2,1,169,59,104,3,438,1,181,70,102,7,383,0,7,943,312,555,16,2139,7,989,322,535,22,2166,0,774,744,3972,4041
2020-01-05,TO,1,2,0,4,2,2,0,11,0,1,1,1,0,5,0,0,12,7,13,1,51,0,15,6,11,0,42,0,19,8,84,74
2020-01-06,AC,2,2,0,1,0,1,0,6,0,3,0,3,0,5,0,0,8,2,6,0,28,0,14,3,9,1,34,0,8,11,44,61
2020-01-06,AL,2,2,0,6,4,5,0,15,0,2,4,6,0,28,0,0,30,22,22,2,111,0,27,25,35,0,161,0,30,40,187,248
2020-01-06,AM,2,2,0,4,4,5,0,16,1,5,1,10,0,18,0,0,21,9,31,3,124,1,35,9,39,2,117,0,29,35,188,203
2020-01-06,AP,2,2,0,0,0,0,0,3,0,1,0,2,0,2,0,0,2,1,9,1,23,0,7,2,9,0,17,0,3,5,36,35
2020-01-06,BA,2,2,0,18,11,21,0,69,0,15,18,28,2,99,0,1,84,100,133,4,555,0,88,91,124,4,557,0,119,162,877,864
2020-01-06,CE,2,2,0,18,3,10,0,70,0,21,4,7,0,61,0,1,100,29,87,4,415,1,109,41,71,1,382,0,101,93,636,605
2020-01-06,DF,2,2,0,3,4,5,1,19,0,7,1,3,0,19,0,0,43,18,41,2,117,2,64,8,43,2,109,0,32,30,221,228
2020-01-06,ES,2,2,0,15,6,13,0,34,0,14,3,20,0,36,0,0,85,29,71,0,226,0,75,24,68,0,206,0,68,73,411,373
2020-01-06,GO,2,2,0,21,8,11,0,43,0,13,8,14,0,35,0,1,90,44,58,3,218,0,90,52,66,0,225,0,83,70,414,433
2020-01-06,MA,2,2,0,8,4,2,0,30,0,7,8,2,0,17,0,1,31,25,29,2,178,0,20,27,20,1,138,0,44,34,266,206
2020-01-06,MG,2,2,0,45,19,52,2,177,0,50,24,42,3,165,0,2,298,150,301,29,1036,2,322,169,262,29,988,0,295,284,1816,1772
2020-01-06,MS,2,2,0,7,4,5,0,25,0,10,2,0,0,21,0,0,46,21,31,0,119,1,43,25,26,0,108,0,41,33,217,203
2020-01-06,MT,2,2,0,1,1,2,0,23,0,1,1,3,1,22,0,0,13,8,14,0,118,0,13,8,19,2,128,0,27,28,153,170
2020-01-06,PA,2,2,0,5,4,4,2,24,0,5,3,2,0,26,0,1,37,29,25,5,147,1,28,17,30,3,144,0,39,36,244,223
2020-01-06,PB,2,2,1,9,1,10,1,42,0,12,5,5,0,38,0,2,55,42,72,4,207,0,83,41,57,2,238,0,64,60,382,421
2020-01-06,PE,2,2,0,16,14,29,1,73,0,28,16,37,1,68,0,0,118,74,218,6,511,1,125,75,202,8,503,0,133,150,927,914
2020-01-06,PI,2,2,0,3,9,2,0,20,0,6,8,2,1,11,0,0,39,28,28,0,107,1,35,22,25,2,103,0,34,28,202,188
2020-01-06,PR,2,2,0,21,9,24,1,77,0,34,11,21,1,110,0,1,165,63,150,5,523,0,189,66,154,6,549,0,132,177,907,964
2020-01-06,RJ,2,2,0,48,23,52,1,157,1,60,22,52,9,170,0,6,324,120,382,3,1121,3,376,139,318,36,1052,0,281,314,1956,1924
2020-01-06,RN,2,2,0,7,0,6,1,20,0,7,1,7,0,18,0,0,42,21,29,2,122,1,36,12,32,2,116,0,34,33,216,199
2020-01-06,RO,2,2,0,7,3,3,1,15,0,1,1,2,1,8,0,0,27,12,13,2,74,0,10,6,7,2,38,0,29,13,128,63
2020-01-06,RR,2,2,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,1,1,0,18,0,6,2,2,0,29,0,3,4,25,39
2020-01-06,RS,2,2,1,35,14,26,5,96,1,36,15,24,2,118,0,2,219,114,177,16,687,2,202,105,193,8,753,0,177,196,1215,1263
2020-01-06,SC,2,2,0,17,14,17,0,48,0,11,5,18,0,55,0,0,112,50,96,2,369,0,90,42,83,0,340,0,96,89,629,555
2020-01-06,SE,2,2,0,2,0,4,0,13,0,4,2,5,1,25,0,0,28,15,35,2,104,0,27,14,37,3,105,0,19,37,184,186
2020-01-06,SP,2,2,1,196,54,102,0,379,1,201,42,108,6,447,0,8,1139,366,657,16,2518,8,1190,364,643,28,2613,0,732,805,4704,4846
2020-01-06,TO,2,2,0,1,1,0,1,6,0,5,0,2,0,13,0,0,13,8,13,2,57,0,20,6,13,0,55,0,9,20,93,94
2020-01-07,AC,2,2,0,1,1,1,0,6,0,3,1,2,0,6,0,0,9,3,7,0,34,0,17,4,11,1,40,0,9,12,53,73
2020-01-07,AL,2,2,0,7,2,3,0,16,0,6,3,8,2,24,0,0,37,24,25,2,127,0,33,28,43,2,185,0,28,43,215,291
2020-01-07,AM,2,2,0,4,1,3,0,25,0,7,1,5,2,21,0,0,25,10,34,3,149,1,42,10,44,4,138,0,33,36,221,239
2020-01-07,AP,2,2,0,0,0,2,0,3,0,0,0,2,0,2,0,0,2,1,11,1,26,0,7,2,11,0,19,0,5,4,41,39
2020-01-07,BA,2,2,0,18,16,21,0,80,1,23,12,25,1,102,0,1,102,116,154,4,635,1,111,103,149,5,659,0,135,164,1012,1028
2020-01-07,CE,2,2,0,17,11,10,0,55,0,23,13,10,0,51,0,1,117,40,97,4,470,1,132,54,81,1,433,0,93,97,729,702
2020-01-07,DF,2,2,1,13,4,6,1,24,0,9,8,4,0,11,0,1,56,22,47,3,141,2,73,16,47,2,120,0,49,32,270,260
2020-01-07,ES,2,2,1,12,4,6,0,26,0,8,6,10,0,34,0,1,97,33,77,0,252,0,83,30,78,0,240,0,49,58,460,431
2020-01-07,GO,2,2,0,12,5,7,0,48,1,11,13,12,2,35,0,1,102,49,65,3,266,1,101,65,78,2,260,0,72,74,486,507
2020-01-07,MA,2,2,0,5,2,3,0,33,0,1,3,5,0,27,0,1,36,27,32,2,211,0,21,30,25,1,165,0,43,36,309,242
2020-01-07,MG,2,2,0,59,27,52,3,163,0,68,23,50,5,160,0,2,357,177,353,32,1199,2,390,192,312,34,1148,0,304,306,2120,2078
2020-01-07,MS,2,2,0,13,3,7,0,12,0,16,3,6,0,15,0,0,59,24,38,0,131,1,59,28,32,0,123,0,35,40,252,243
2020-01-07,MT,2,2,0,3,0,1,1,20,0,3,1,0,0,28,0,0,16,8,15,1,138,0,16,9,19,2,156,0,25,32,178,202
2020-01-07,PA,2,2,0,5,4,1,0,35,0,7,4,4,0,29,0,1,42,33,26,5,182,1,35,21,34,3,173,0,45,44,289,267
2020-01-07,PB,2,2,0,7,9,11,0,38,0,9,5,6,0,27,0,2,62,51,83,4,245,0,92,46,63,2,265,0,65,47,447,468
2020-01-07,PE,2,2,0,21,16,28,2,76,0,16,11,40,1,89,0,0,139,90,246,8,587,1,141,86,242,9,592,0,143,157,1070,1071
2020-01-07,PI,2,2,0,4,5,6,0,20,0,5,8,1,0,19,0,0,43,33,34,0,127,1,40,30,26,2,122,0,35,33,237,221
2020-01-07,PR,2,2,0,33,15,36,1,99,1,39,10,26,0,97,0,1,198,78,186,6,622,1,228,76,180,6,646,0,184,173,1091,1137
2020-01-07,RJ,2,2,0,47,23,82,0,193,0,52,27,69,0,190,0,6,371,143,464,3,1314,3,428,166,387,36,1242,0,345,338,2301,2262
2020-01-07,RN,2,2,0,16,2,2,1,22,0,8,5,4,0,13,0,0,58,23,31,3,144,1,44,17,36,2,129,0,43,30,259,229
2020-01-07,RO,2,2,0,1,1,3,0,17,0,3,2,0,0,13,0,0,28,13,16,2,91,0,13,8,7,2,51,0,22,18,150,81
